id,age,job,marital,education,default,balance,housing,loan,date,duration,campaign,pdays,previous,poutcome,deposit
5918,57,housemaid,divorced,primary,no,0,0,0,9-Jun-21,97,1,-1,0,unknown,0
5919,60,retired,married,secondary,no,197,0,0,7-Oct-21,1386,1,-1,0,unknown,0
5920,51,housemaid,married,primary,no,289,0,0,14-May-21,97,5,-1,0,unknown,0
5921,45,technician,single,tertiary,no,5336,0,0,28-May-21,99,2,-1,0,unknown,0
5922,45,admin.,married,secondary,no,434,0,0,26-Aug-21,76,4,-1,0,unknown,0
5923,39,management,married,tertiary,no,691,1,1,16-Apr-21,517,1,255,1,failure,0
5924,25,blue-collar,single,secondary,no,-250,1,0,13-May-21,456,1,-1,0,unknown,0
5925,47,blue-collar,married,secondary,no,3696,1,0,19-Nov-21,635,3,170,2,failure,0
5926,34,blue-collar,married,secondary,no,2595,1,1,17-Apr-21,126,1,336,2,other,0
5927,40,unemployed,married,secondary,no,1077,1,1,17-Nov-21,148,2,-1,0,unknown,0
5928,48,blue-collar,divorced,secondary,no,501,1,0,15-May-21,12,5,-1,0,unknown,0
5929,39,technician,single,tertiary,no,21,1,0,23-May-21,58,1,-1,0,unknown,0
5930,38,services,married,secondary,no,797,1,0,20-Apr-21,62,4,-1,0,unknown,0
5931,32,services,single,secondary,no,1659,1,0,30-May-21,120,6,-1,0,unknown,0
5932,27,entrepreneur,married,secondary,no,97,1,1,18-May-21,13,3,-1,0,unknown,0
5933,47,blue-collar,married,primary,no,2,1,1,20-Nov-21,661,4,190,1,failure,0
5934,40,management,married,tertiary,no,384,0,0,20-Apr-21,200,3,327,2,failure,0
5935,41,technician,married,tertiary,no,63,0,0,25-Aug-21,36,3,-1,0,unknown,0
5936,40,admin.,married,secondary,no,1327,1,1,26-May-21,76,2,-1,0,unknown,0
5937,39,blue-collar,married,secondary,no,284,1,1,17-Apr-21,1426,2,318,6,failure,0
5938,45,technician,married,secondary,no,3395,1,0,18-Nov-21,92,1,188,1,failure,0
5939,31,services,single,secondary,no,2038,1,0,20-May-21,148,1,-1,0,unknown,0
5940,27,admin.,single,secondary,no,15,0,1,21-Jul-21,177,1,-1,0,unknown,0
5941,56,blue-collar,single,secondary,no,1187,1,0,5-Feb-21,47,2,-1,0,unknown,0
5942,39,admin.,married,secondary,no,3047,1,0,11-May-21,279,1,370,2,failure,0
5943,52,management,married,tertiary,no,11650,1,0,17-Nov-21,48,1,-1,0,unknown,0
5944,58,management,single,tertiary,no,1387,1,0,5-May-21,174,5,-1,0,unknown,0
5945,48,technician,single,tertiary,no,0,0,0,16-Jun-21,73,4,-1,0,unknown,0
5946,33,blue-collar,single,secondary,no,1387,0,0,5-Feb-21,185,1,-1,0,unknown,0
5947,38,services,divorced,secondary,no,446,1,0,18-Jun-21,373,4,-1,0,unknown,0
5948,42,technician,single,secondary,no,275,0,0,26-Aug-21,31,8,-1,0,unknown,0
5949,36,management,divorced,secondary,no,1655,1,0,18-Nov-21,155,2,-1,0,unknown,0
5950,35,technician,single,secondary,no,196,1,0,21-Nov-21,318,1,-1,0,unknown,0
5951,45,technician,single,tertiary,no,0,0,0,22-Aug-21,87,4,-1,0,unknown,0
5952,51,technician,married,secondary,no,1327,0,0,7-Jul-21,21,2,-1,0,unknown,0
5953,43,housemaid,married,primary,no,0,1,0,25-Aug-21,152,3,-1,0,unknown,0
5954,45,technician,divorced,tertiary,no,206,0,0,13-Aug-21,376,4,-1,0,unknown,0
5955,30,admin.,single,secondary,no,523,0,1,12-Jun-21,136,3,101,1,success,0
5956,40,management,married,tertiary,no,0,0,0,22-Aug-21,61,4,-1,0,unknown,0
5957,56,services,married,primary,no,444,1,0,6-Jun-21,432,1,-1,0,unknown,0
5958,48,management,divorced,tertiary,no,1401,1,0,20-Jun-21,72,3,-1,0,unknown,0
5959,32,admin.,married,secondary,no,205,0,0,18-Jul-21,197,3,-1,0,unknown,0
5960,47,admin.,single,secondary,no,3957,1,0,11-May-21,58,3,334,3,other,0
5961,30,technician,single,secondary,no,9645,0,1,26-Aug-21,130,10,-1,0,unknown,0
5962,37,management,married,tertiary,no,620,1,0,17-Nov-21,93,3,-1,0,unknown,0
5963,52,blue-collar,single,secondary,no,1541,1,0,14-May-21,243,1,-1,0,unknown,0
5964,49,retired,married,primary,no,-37,0,0,4-Jul-21,191,2,-1,0,unknown,0
5965,53,management,married,tertiary,no,-601,1,0,30-May-21,509,2,-1,0,unknown,0
5966,53,services,married,secondary,no,197,1,0,17-Apr-21,307,1,-1,0,unknown,0
5967,34,technician,divorced,secondary,no,-276,1,0,29-May-21,175,3,-1,0,unknown,0
5968,40,admin.,married,secondary,no,824,1,0,17-Apr-21,359,1,-1,0,unknown,0
5969,39,services,married,secondary,no,636,1,0,12-May-21,15,1,-1,0,unknown,0
5970,33,blue-collar,married,secondary,no,19,1,0,4-Feb-21,56,1,271,1,other,0
5971,41,blue-collar,married,secondary,no,641,1,0,13-May-21,161,1,-1,0,unknown,0
5972,31,management,single,tertiary,no,2983,1,0,2-Jul-21,153,1,-1,0,unknown,0
5973,45,services,divorced,secondary,no,0,1,1,21-Nov-21,173,1,192,1,failure,0
5974,23,admin.,single,secondary,no,252,1,0,15-May-21,56,1,-1,0,unknown,0
5975,51,management,divorced,tertiary,no,119,0,0,5-Jun-21,112,2,-1,0,unknown,0
5976,34,management,single,tertiary,no,171,1,0,7-May-21,191,1,294,1,failure,0
5977,36,management,married,tertiary,no,0,1,0,27-May-21,145,2,-1,0,unknown,0
5978,42,admin.,divorced,secondary,no,-249,1,0,14-Jul-21,149,3,-1,0,unknown,0
5979,33,management,married,tertiary,no,455,1,1,29-May-21,122,10,-1,0,unknown,0
5980,46,management,married,secondary,no,10,1,0,29-Jul-21,122,7,-1,0,unknown,0
5981,37,admin.,married,secondary,no,529,1,0,16-Sep-21,234,1,149,2,other,0
5982,33,management,single,tertiary,no,1859,1,0,30-Jan-21,1169,4,-1,0,unknown,0
5983,30,admin.,single,secondary,no,613,1,0,17-Apr-21,180,2,302,1,failure,0
5984,53,technician,divorced,secondary,no,751,1,0,16-May-21,343,4,-1,0,unknown,0
5985,46,management,married,secondary,no,0,0,0,27-Aug-21,38,6,-1,0,unknown,0
5986,35,management,married,tertiary,no,1471,1,1,13-Aug-21,236,3,-1,0,unknown,0
5987,36,technician,single,secondary,no,7503,1,0,4-Jun-21,25,1,-1,0,unknown,0
5988,46,technician,married,secondary,no,68,1,1,16-Jun-21,87,3,-1,0,unknown,0
5989,31,blue-collar,single,secondary,no,530,0,1,18-Nov-21,251,2,-1,0,unknown,0
5990,52,management,married,tertiary,no,1319,1,0,17-Nov-21,113,1,-1,0,unknown,0
5991,48,admin.,single,secondary,no,479,1,1,18-Jun-21,533,3,-1,0,unknown,0
5992,45,blue-collar,married,primary,no,360,0,0,20-Jun-21,98,2,-1,0,unknown,0
5993,36,management,single,tertiary,no,2163,0,0,5-Jun-21,317,1,-1,0,unknown,0
5994,53,retired,married,primary,no,136,1,0,6-May-21,267,2,-1,0,unknown,0
5995,35,management,married,tertiary,no,-196,1,0,22-Jul-21,216,2,-1,0,unknown,0
5996,44,management,married,tertiary,no,4087,1,0,19-May-21,457,5,-1,0,unknown,0
5997,38,management,married,tertiary,no,1354,1,0,29-Jan-21,50,2,-1,0,unknown,0
5998,44,blue-collar,married,primary,no,2,0,1,7-Jul-21,46,2,-1,0,unknown,0
5999,51,housemaid,married,unknown,no,2337,1,0,27-May-21,133,2,41,5,success,0
6000,32,technician,single,tertiary,no,514,1,1,7-May-21,138,1,168,1,failure,0
6001,59,blue-collar,married,primary,no,6212,1,0,5-May-21,574,2,-1,0,unknown,0
6002,31,management,single,tertiary,no,424,0,1,7-Aug-21,224,2,-1,0,unknown,0
6003,52,management,married,tertiary,no,499,0,0,6-Aug-21,115,4,-1,0,unknown,0
6004,26,technician,married,tertiary,no,8,1,1,13-May-21,262,2,-1,0,unknown,0
6005,40,services,married,secondary,no,1305,0,0,22-Jul-21,255,1,-1,0,unknown,0
6006,35,technician,single,secondary,no,300,1,0,9-May-21,338,4,-1,0,unknown,0
6007,54,admin.,married,primary,no,976,1,0,3-Jun-21,137,3,-1,0,unknown,0
6008,36,entrepreneur,married,tertiary,no,2700,0,0,4-Feb-21,99,3,-1,0,unknown,0
6009,45,self-employed,married,tertiary,no,-497,1,1,20-Nov-21,260,1,-1,0,unknown,0
6010,29,unemployed,single,secondary,no,2424,0,0,6-Feb-21,93,1,-1,0,unknown,0
6011,49,management,divorced,tertiary,no,-2049,1,0,30-May-21,169,3,-1,0,unknown,0
6012,52,services,married,secondary,no,2081,1,0,29-May-21,150,1,-1,0,unknown,0
6013,52,management,married,secondary,no,189,0,0,22-Aug-21,90,2,-1,0,unknown,0
6014,47,unemployed,divorced,secondary,no,0,0,1,30-Jan-21,127,2,233,8,other,0
6015,33,services,divorced,secondary,no,327,1,0,7-May-21,109,1,-1,0,unknown,0
6016,30,technician,single,secondary,no,426,1,0,17-Nov-21,127,4,111,6,failure,0
6017,52,self-employed,divorced,secondary,no,1291,1,0,19-Nov-21,559,1,169,2,failure,0
6018,54,management,divorced,tertiary,no,3473,1,0,12-Aug-21,306,2,-1,0,unknown,0
6019,59,retired,married,secondary,no,434,1,0,12-May-21,63,3,-1,0,unknown,0
6020,35,management,married,tertiary,no,105,1,0,6-May-21,36,1,365,3,failure,0
6021,29,blue-collar,married,secondary,no,975,1,0,27-May-21,265,2,-1,0,unknown,0
6022,33,technician,single,secondary,no,-479,0,0,7-Aug-21,235,1,-1,0,unknown,0
6023,32,technician,married,primary,no,62,1,1,13-May-21,120,1,-1,0,unknown,0
6024,50,blue-collar,married,primary,no,0,0,0,9-Jun-21,199,4,-1,0,unknown,0
6025,54,entrepreneur,married,secondary,no,0,0,0,9-Jun-21,96,1,-1,0,unknown,0
6026,49,technician,single,secondary,no,1202,1,0,18-Jun-21,122,1,-1,0,unknown,0
6027,39,admin.,single,secondary,no,2854,1,0,2-Jun-21,64,1,-1,0,unknown,0
6028,34,management,single,tertiary,no,9,0,0,11-Jul-21,439,2,-1,0,unknown,0
6029,31,self-employed,single,secondary,no,203,0,1,19-Nov-21,177,1,-1,0,unknown,0
6030,46,technician,divorced,tertiary,no,0,1,0,11-Aug-21,249,5,-1,0,unknown,0
6031,59,retired,married,secondary,no,2467,0,0,20-Nov-21,972,2,-1,0,unknown,0
6032,32,technician,married,tertiary,no,3850,1,0,20-Apr-21,63,4,-1,0,unknown,0
6033,39,admin.,married,secondary,no,47,1,0,16-Aug-21,143,2,371,6,failure,0
6034,54,blue-collar,married,primary,no,1895,1,0,17-Apr-21,345,1,-1,0,unknown,0
6035,33,technician,divorced,secondary,no,522,0,1,7-Jul-21,559,4,-1,0,unknown,0
6036,59,blue-collar,married,secondary,yes,-918,1,0,16-Jun-21,253,2,-1,0,unknown,0
6037,28,blue-collar,single,secondary,no,-193,0,0,18-Jul-21,580,7,-1,0,unknown,0
6038,48,blue-collar,married,secondary,no,48,1,1,29-May-21,144,1,-1,0,unknown,0
6039,39,management,married,tertiary,no,0,1,1,17-Jul-21,301,1,-1,0,unknown,0
6040,41,technician,married,secondary,no,201,0,1,14-Jul-21,53,8,-1,0,unknown,0
6041,33,admin.,single,secondary,no,598,1,0,28-May-21,189,1,-1,0,unknown,0
6042,37,management,married,primary,no,1506,0,0,2-Nov-21,101,3,80,3,success,0
6043,30,admin.,married,tertiary,no,26,1,0,16-Apr-21,62,1,323,1,failure,0
6044,36,management,married,tertiary,no,1582,0,0,3-Feb-21,26,2,197,1,failure,0
6045,53,blue-collar,divorced,primary,no,559,0,0,9-Feb-21,16,5,-1,0,unknown,0
6046,26,admin.,single,secondary,yes,0,1,0,16-Jul-21,157,2,-1,0,unknown,0
6047,59,retired,married,primary,no,-411,0,0,29-Jan-21,225,1,-1,0,unknown,0
6048,44,blue-collar,single,secondary,no,36,1,0,8-May-21,712,1,-1,0,unknown,0
6049,55,unemployed,married,secondary,no,512,0,0,28-Jan-21,70,1,-1,0,unknown,0
6050,26,blue-collar,single,secondary,no,786,1,1,14-May-21,103,5,-1,0,unknown,0
6051,41,blue-collar,married,primary,no,3658,1,0,9-Apr-21,268,1,330,1,failure,0
6052,28,management,single,tertiary,no,-227,1,0,4-Jun-21,298,2,-1,0,unknown,0
6053,40,management,married,tertiary,no,423,1,0,30-Jul-21,134,24,-1,0,unknown,0
6054,47,unemployed,divorced,secondary,no,947,0,0,5-Feb-21,124,2,-1,0,unknown,0
6055,39,services,married,primary,no,324,1,0,8-May-21,340,2,312,4,failure,0
6056,38,blue-collar,married,secondary,no,0,1,0,9-Jun-21,254,1,-1,0,unknown,0
6057,37,services,married,secondary,no,1694,1,1,29-Jan-21,404,2,251,6,failure,0
6058,36,blue-collar,married,secondary,no,2894,1,0,17-Jul-21,747,1,-1,0,unknown,0
6059,53,management,married,secondary,no,2693,0,0,21-Nov-21,140,1,-1,0,unknown,0
6060,47,technician,married,secondary,no,644,0,0,28-Jan-21,54,3,160,13,failure,0
6061,28,management,single,tertiary,no,185,0,0,30-Jan-21,651,2,-1,0,unknown,0
6062,32,student,single,unknown,no,1583,1,0,20-May-21,57,1,-1,0,unknown,0
6063,25,management,single,tertiary,no,2399,1,0,3-Jun-21,193,2,-1,0,unknown,0
6064,39,admin.,married,tertiary,no,1322,1,0,24-Sep-21,157,3,486,1,other,0
6065,60,retired,married,secondary,no,194,0,1,30-Jul-21,61,5,-1,0,unknown,0
6066,39,admin.,married,secondary,no,1221,0,0,12-Jun-21,97,1,-1,0,unknown,0
6067,31,admin.,single,secondary,no,-302,1,1,27-May-21,235,5,-1,0,unknown,0
6068,45,admin.,married,secondary,no,256,0,0,21-Nov-21,135,2,-1,0,unknown,0
6069,36,technician,single,secondary,yes,0,0,1,26-Aug-21,109,14,-1,0,unknown,0
6070,44,services,married,secondary,no,1335,1,0,30-Jul-21,94,5,-1,0,unknown,0
6071,33,unemployed,single,secondary,no,682,0,0,5-Feb-21,251,1,-1,0,unknown,0
6072,31,management,married,tertiary,no,0,0,0,26-Aug-21,76,2,-1,0,unknown,0
6073,38,admin.,divorced,secondary,no,3834,1,0,13-Apr-21,363,2,327,1,failure,0
6074,50,self-employed,married,secondary,no,5312,0,0,23-Jul-21,106,3,-1,0,unknown,0
6075,40,management,divorced,unknown,no,4095,1,0,20-Apr-21,281,1,-1,0,unknown,0
6076,33,technician,married,secondary,no,0,0,0,13-Aug-21,78,2,-1,0,unknown,0
6077,42,admin.,married,secondary,no,-1386,1,1,15-Jul-21,56,4,-1,0,unknown,0
6078,42,management,single,tertiary,no,525,0,0,13-Aug-21,127,2,-1,0,unknown,0
6079,33,blue-collar,married,secondary,yes,2,0,0,23-May-21,74,4,-1,0,unknown,0
6080,40,technician,married,unknown,no,0,0,1,7-Jul-21,161,1,-1,0,unknown,0
6081,52,blue-collar,married,secondary,no,1500,0,1,20-Jun-21,109,3,-1,0,unknown,0
6082,49,technician,married,secondary,no,378,0,0,9-Jun-21,189,2,-1,0,unknown,0
6083,30,management,single,tertiary,no,552,1,0,5-Aug-21,648,2,-1,0,unknown,0
6084,26,blue-collar,single,secondary,no,-84,1,1,29-Jul-21,63,5,-1,0,unknown,0
6085,40,management,married,secondary,no,-240,0,1,28-May-21,160,3,-1,0,unknown,0
6086,30,blue-collar,married,secondary,no,501,1,1,27-May-21,514,1,-1,0,unknown,0
6087,55,unemployed,married,tertiary,no,5345,0,0,6-May-21,278,1,-1,0,unknown,0
6088,48,self-employed,married,secondary,no,1559,0,0,24-Dec-21,520,3,133,3,failure,0
6089,28,technician,single,tertiary,no,0,1,0,15-Apr-21,217,2,-1,0,unknown,0
6090,54,admin.,married,secondary,no,0,1,1,23-Jul-21,117,1,-1,0,unknown,0
6091,36,management,married,secondary,no,1989,0,0,17-Jun-21,344,2,-1,0,unknown,0
6092,34,admin.,single,secondary,no,598,1,0,17-Apr-21,365,1,324,1,failure,0
6093,39,housemaid,married,tertiary,no,94,0,0,6-Aug-21,181,2,-1,0,unknown,0
6094,66,retired,married,secondary,no,3473,0,0,14-Apr-21,441,2,-1,0,unknown,0
6095,42,blue-collar,married,secondary,no,349,1,0,7-Apr-21,226,2,-1,0,unknown,0
6096,55,retired,married,primary,no,3876,0,0,21-Nov-21,54,1,-1,0,unknown,0
6097,85,retired,married,unknown,no,1934,0,0,12-Jan-21,140,1,-1,0,unknown,0
6098,63,housemaid,married,secondary,no,2,0,0,4-Feb-21,45,2,93,1,success,0
6099,37,admin.,single,secondary,no,9,1,0,14-May-21,165,1,-1,0,unknown,0
6100,24,services,single,secondary,no,11,1,0,27-Jun-21,114,4,-1,0,unknown,0
6101,34,technician,single,secondary,no,60,0,0,7-Aug-21,274,2,-1,0,unknown,0
6102,28,management,single,tertiary,no,882,0,1,8-Jul-21,107,2,-1,0,unknown,0
6103,58,retired,divorced,tertiary,no,499,1,1,29-Jan-21,181,1,-1,0,unknown,0
6104,49,housemaid,divorced,primary,no,198,1,0,13-May-21,205,3,-1,0,unknown,0
6105,31,blue-collar,single,secondary,no,2093,0,0,7-Jul-21,103,1,-1,0,unknown,0
6106,56,retired,married,secondary,no,74,1,0,26-May-21,152,2,-1,0,unknown,0
6107,43,services,married,secondary,no,1220,0,0,28-Jul-21,307,2,-1,0,unknown,0
6108,32,blue-collar,single,secondary,no,1342,1,0,23-May-21,109,2,-1,0,unknown,0
6109,55,blue-collar,married,unknown,no,6134,0,0,6-Aug-21,127,2,-1,0,unknown,0
6110,55,housemaid,married,primary,no,3680,0,0,16-Jun-21,131,1,-1,0,unknown,0
6111,31,blue-collar,married,primary,no,605,1,0,15-May-21,334,10,-1,0,unknown,0
6112,49,management,married,secondary,no,104,1,0,8-May-21,285,1,-1,0,unknown,0
6113,41,admin.,married,secondary,no,683,0,1,20-Nov-21,77,1,-1,0,unknown,0
6114,56,retired,divorced,primary,no,48,1,0,14-May-21,132,2,-1,0,unknown,0
6115,50,blue-collar,divorced,primary,no,15,1,0,12-May-21,173,2,350,7,failure,0
6116,37,technician,single,secondary,no,6714,1,0,23-May-21,90,1,-1,0,unknown,0
6117,35,blue-collar,married,primary,no,623,1,0,6-May-21,97,2,-1,0,unknown,0
6118,52,housemaid,married,secondary,no,234,0,0,20-Nov-21,208,1,-1,0,unknown,0
6119,33,technician,married,tertiary,no,599,1,0,29-Aug-21,461,2,-1,0,unknown,0
6120,42,management,married,tertiary,no,9916,1,0,21-Nov-21,306,1,-1,0,unknown,0
6121,33,admin.,single,secondary,no,3160,0,0,18-Jun-21,719,13,-1,0,unknown,0
6122,35,admin.,single,secondary,no,0,1,0,8-May-21,376,3,-1,0,unknown,0
6123,28,student,single,tertiary,no,2306,0,0,29-Oct-21,140,2,-1,0,unknown,0
6124,41,admin.,divorced,secondary,no,2550,1,0,15-May-21,894,2,347,2,failure,0
6125,44,blue-collar,married,secondary,no,701,0,1,3-Jul-21,269,2,-1,0,unknown,0
6126,26,technician,single,secondary,no,3244,0,0,2-Feb-21,141,1,5,1,failure,0
6127,40,management,single,tertiary,no,402,1,0,30-May-21,243,3,-1,0,unknown,0
6128,37,management,married,tertiary,no,6014,1,0,15-Jul-21,163,6,-1,0,unknown,0
6129,33,blue-collar,married,secondary,no,-81,1,0,29-Jan-21,339,2,-1,0,unknown,0
6130,36,admin.,married,secondary,no,898,0,0,15-Jul-21,118,5,-1,0,unknown,0
6131,28,unemployed,married,secondary,no,863,1,1,27-May-21,355,1,-1,0,unknown,0
6132,37,self-employed,single,primary,no,235,1,0,17-Apr-21,191,4,323,9,failure,0
6133,32,technician,single,secondary,no,12,0,0,7-Aug-21,173,2,-1,0,unknown,0
6134,49,blue-collar,married,secondary,no,298,1,0,30-Apr-21,264,2,86,3,failure,0
6135,36,blue-collar,married,secondary,no,3463,1,0,21-Nov-21,29,4,-1,0,unknown,0
6136,39,housemaid,married,primary,no,13338,0,0,11-Aug-21,103,4,-1,0,unknown,0
6137,34,blue-collar,married,unknown,no,391,1,1,23-May-21,34,2,-1,0,unknown,0
6138,32,technician,single,tertiary,no,569,0,1,29-Jan-21,348,1,-1,0,unknown,0
6139,26,services,married,secondary,no,54,1,0,13-May-21,116,1,-1,0,unknown,0
6140,46,admin.,divorced,secondary,no,875,1,1,11-May-21,269,3,353,2,failure,0
6141,78,retired,divorced,secondary,no,631,0,0,11-Aug-21,95,1,-1,0,unknown,0
6142,47,admin.,married,secondary,no,3434,1,1,9-Jul-21,337,1,-1,0,unknown,0
6143,80,retired,married,secondary,no,1610,0,0,12-Aug-21,71,1,-1,0,unknown,0
6144,25,student,single,tertiary,no,505,1,0,6-May-21,37,1,-1,0,unknown,0
6145,50,management,married,tertiary,no,11528,1,0,30-May-21,57,1,-1,0,unknown,0
6146,36,management,divorced,tertiary,no,102,1,0,14-Apr-21,114,1,-1,0,unknown,0
6147,42,unemployed,married,primary,yes,-581,1,0,13-May-21,224,1,370,2,failure,0
6148,54,management,married,tertiary,no,0,1,0,24-Jul-21,140,2,-1,0,unknown,0
6149,43,retired,married,primary,no,7298,0,0,11-Jun-21,36,2,-1,0,unknown,0
6150,29,blue-collar,married,secondary,no,0,0,0,10-Jul-21,45,1,-1,0,unknown,0
6151,36,management,married,tertiary,no,909,1,1,25-Jul-21,250,3,-1,0,unknown,0
6152,59,blue-collar,married,unknown,no,337,0,0,18-Jun-21,100,4,-1,0,unknown,0
6153,47,admin.,married,secondary,no,829,1,1,18-Nov-21,48,1,188,1,failure,0
6154,36,technician,single,secondary,no,301,1,1,29-Jul-21,367,1,-1,0,unknown,0
6155,56,technician,married,secondary,no,147,0,0,12-Apr-21,203,1,-1,0,unknown,0
6156,55,retired,divorced,secondary,no,282,1,0,5-Jun-21,99,2,-1,0,unknown,0
6157,38,technician,divorced,secondary,no,1294,1,0,29-May-21,565,1,-1,0,unknown,0
6158,39,blue-collar,divorced,secondary,no,0,1,0,11-May-21,275,2,307,1,other,0
6159,35,management,single,tertiary,no,995,0,0,5-Feb-21,39,1,-1,0,unknown,0
6160,54,blue-collar,married,primary,no,532,0,0,31-Jul-21,73,2,-1,0,unknown,0
6161,32,services,single,tertiary,no,785,0,0,3-Jun-21,273,1,-1,0,unknown,0
6162,30,technician,divorced,secondary,no,3028,1,0,28-Aug-21,65,5,-1,0,unknown,0
6163,51,blue-collar,married,secondary,no,1022,1,0,8-May-21,311,3,-1,0,unknown,0
6164,39,management,married,primary,no,0,0,0,11-Jun-21,308,7,-1,0,unknown,0
6165,46,technician,married,secondary,no,792,0,0,5-Jun-21,170,2,-1,0,unknown,0
6166,33,admin.,single,tertiary,no,490,1,0,7-May-21,31,1,363,2,failure,0
6167,34,management,married,tertiary,no,417,1,0,18-Nov-21,138,1,-1,0,unknown,0
6168,33,management,married,tertiary,no,2071,0,0,8-Aug-21,106,2,-1,0,unknown,0
6169,55,blue-collar,single,primary,no,1187,1,0,2-Jun-21,193,2,-1,0,unknown,0
6170,49,services,married,secondary,no,280,1,0,14-Jul-21,162,3,-1,0,unknown,0
6171,37,unemployed,married,tertiary,no,1236,0,0,29-Jul-21,300,2,-1,0,unknown,0
6172,29,technician,single,tertiary,no,910,1,0,11-May-21,278,1,-1,0,unknown,0
6173,28,management,single,secondary,no,-994,1,1,18-Jul-21,174,2,-1,0,unknown,0
6174,21,unemployed,single,secondary,no,1333,0,0,2-Feb-21,120,1,-1,0,unknown,0
6175,44,services,married,secondary,no,850,0,1,16-Jul-21,220,5,-1,0,unknown,0
6176,30,management,single,tertiary,no,3773,1,0,27-May-21,99,1,-1,0,unknown,0
6177,46,management,married,tertiary,no,460,0,0,28-Jan-21,56,1,-1,0,unknown,0
6178,33,entrepreneur,married,secondary,no,3140,1,1,21-Nov-21,7,5,-1,0,unknown,0
6179,40,blue-collar,married,secondary,no,1028,1,1,17-Apr-21,319,1,-1,0,unknown,0
6180,42,management,single,tertiary,no,4264,1,0,28-May-21,882,1,-1,0,unknown,0
6181,44,management,divorced,tertiary,no,3932,1,0,8-May-21,40,2,-1,0,unknown,0
6182,32,admin.,married,secondary,no,-1,0,0,8-Jul-21,228,2,-1,0,unknown,0
6183,34,blue-collar,married,secondary,no,1682,1,1,28-Jul-21,123,3,-1,0,unknown,0
6184,55,entrepreneur,married,secondary,no,814,0,1,28-Jul-21,69,12,-1,0,unknown,0
6185,35,services,married,secondary,no,819,1,0,14-Jul-21,102,14,-1,0,unknown,0
6186,47,admin.,married,secondary,no,1265,0,0,7-Aug-21,137,2,-1,0,unknown,0
6187,29,admin.,single,tertiary,no,514,0,0,2-Feb-21,270,1,-1,0,unknown,0
6188,47,services,married,secondary,no,1764,0,1,26-Aug-21,119,6,-1,0,unknown,0
6189,39,blue-collar,married,primary,no,275,1,0,16-Jun-21,189,2,-1,0,unknown,0
6190,40,blue-collar,married,primary,no,592,1,0,18-May-21,80,3,350,2,failure,0
6191,42,admin.,single,secondary,no,1143,1,1,17-Nov-21,106,1,-1,0,unknown,0
6192,31,management,married,tertiary,no,546,0,0,7-Aug-21,147,2,-1,0,unknown,0
6193,31,management,married,tertiary,no,1164,1,1,18-Jul-21,238,3,-1,0,unknown,0
6194,82,housemaid,divorced,primary,no,1381,0,0,28-Jan-21,86,3,93,1,failure,0
6195,44,management,divorced,tertiary,no,0,0,0,6-Jun-21,373,1,-1,0,unknown,0
6196,32,services,single,secondary,no,659,1,0,20-Apr-21,12,6,-1,0,unknown,0
6197,40,technician,married,secondary,no,192,1,1,15-May-21,16,8,351,5,failure,0
6198,26,admin.,single,secondary,no,-12,1,0,4-Jun-21,98,1,-1,0,unknown,0
6199,30,admin.,single,secondary,no,186,1,0,13-May-21,390,1,-1,0,unknown,0
6200,45,blue-collar,married,secondary,no,2246,1,1,21-Nov-21,197,2,99,2,other,0
6201,32,management,single,tertiary,no,124,0,0,4-Feb-21,87,2,-1,0,unknown,0
6202,56,admin.,married,secondary,no,2087,1,0,12-May-21,146,1,-1,0,unknown,0
6203,58,blue-collar,married,secondary,no,1298,1,0,29-May-21,516,4,-1,0,unknown,0
6204,28,management,single,unknown,yes,101,1,0,9-May-21,224,3,-1,0,unknown,0
6205,43,management,married,tertiary,no,46,0,0,27-Aug-21,63,8,-1,0,unknown,0
6206,34,entrepreneur,divorced,tertiary,no,262,0,0,20-Nov-21,371,1,-1,0,unknown,0
6207,40,services,married,secondary,no,0,1,0,21-Nov-21,43,1,185,2,failure,0
6208,31,self-employed,single,tertiary,no,17924,1,0,21-Nov-21,608,3,-1,0,unknown,0
6209,28,admin.,married,tertiary,no,167,1,1,18-Feb-21,126,2,-1,0,unknown,0
6210,45,admin.,married,secondary,no,967,0,0,9-Jun-21,63,1,-1,0,unknown,0
6211,33,blue-collar,married,secondary,no,0,1,0,14-Jul-21,305,3,-1,0,unknown,0
6212,42,admin.,married,primary,no,1547,1,1,27-May-21,272,3,-1,0,unknown,0
6213,32,blue-collar,married,primary,no,388,1,0,15-Apr-21,171,2,-1,0,unknown,0
6214,41,self-employed,married,secondary,no,1,0,0,19-Aug-21,55,4,-1,0,unknown,0
6215,32,admin.,married,secondary,no,0,0,0,25-Jul-21,209,1,-1,0,unknown,0
6216,37,unemployed,married,secondary,no,80,0,0,3-Feb-21,248,2,-1,0,unknown,0
6217,57,admin.,married,secondary,no,4168,1,1,16-May-21,47,1,-1,0,unknown,0
6218,56,management,married,tertiary,no,0,0,0,19-Nov-21,844,2,-1,0,unknown,0
6219,37,admin.,single,secondary,no,781,0,0,20-Aug-21,75,1,-1,0,unknown,0
6220,34,admin.,married,secondary,no,804,1,0,23-Jul-21,256,9,-1,0,unknown,0
6221,46,blue-collar,married,tertiary,no,993,1,0,16-Jun-21,78,1,-1,0,unknown,0
6222,40,blue-collar,married,primary,no,34,1,0,6-May-21,350,2,344,1,failure,0
